auth, geo, gen, feat
8.110921, 0.221544, 0.457555, 0.440000
6.677996, 0.047210, 0.060884, 0.346667
7.183610, 0.038529, 0.087949, 0.413333
7.092222, 0.112054, 0.125884, 0.386667
7.183610, 0.075704, 0.100852, 0.486667
7.092222, 0.345737, 0.155596, 0.386667
6.782807, 0.039592, 0.028809, 0.306667
7.183610, 0.029685, 0.028809, 0.373333
7.336960, 0.121188, 0.221359, 0.580000
7.183610, 0.043005, 0.100852, 0.540000
7.870893, 0.313430, 0.434008, 0.480000
6.898167, 0.039257, 0.155596, 0.340000
7.092222, 0.094203, 0.155596, 0.386667
7.092222, 0.102196, 0.155596, 0.380000
8.110921, 0.258214, 0.473182, 0.440000
7.092222, 0.118630, 0.125884, 0.440000
